file_name,topic,topic_score,topic_keywords
revl-n012-LKP_CK-unk-[…1934-02-24].txt,1,0.1709639462718434,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n101-LKJS_Jurmala_district_committee-250-1935-01-31.txt,1,0.2680061213887467,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n003-SP_CK-unk-[…1934-01-21].txt,2,0.15437810411052658,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n096-LKP_Riga_committee-5000-[…1935-01-02].txt,1,0.1995404965670072,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n106-LKJS_Riga_committee-4000-1935-02-03.txt,5,0.514318604207136,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, jaunieti, režīmu, kara tiesas"
revl-n180-LKP_Riga_committee-10000-[…1936-05-13].txt,1,0.11277743506333122,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n048-LKP_CK-5000-[…1934-07-22].txt,0,0.26016421822647035,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n148-LKP_Riga_org_Kirov_district_committee-800-[…1935-07-28].txt,1,0.3168917764052243,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n050-LKP_LKJS_Daugavpils_committee-3000-1934-07.txt,0,0.19642790883071667,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n022-SP_Riga_committee-unk-[…1934-03-18].txt,2,0.21312050867998877,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n061-LKJS_CK_LKJS_Riga_committee-unk-[1934-08-20..1934-08-31].txt,4,0.12137684209330545,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n126-LKJS_LSJS_Riga_students_united_struggle_committee-1000-1935-03.txt,4,0.24407845808040557,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n056-LKP_soldiers_org-unk-1934-07.txt,0,0.1523108688354581,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n176-LKJS_Riga_committee-unk-[…1936-04-29].txt,4,0.3138887166517647,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n179-LKP_Riga_committee-8000-[…1936-05-13].txt,0,0.13618792437238716,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n065-LKJS_CK_LKJS_Riga_committee-unk-1934-09-03.txt,4,0.35181294088558296,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n043-LKJS_Riga_org_X_district_committee-unk-1934-07-12.txt,1,0.23606435975522255,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n009-LKJS_CK-3000-1934-02-10.txt,1,0.18390730120575763,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n077-LKP_CK-500-1934-10-22.txt,0,0.14696736889322812,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n104-LKJS_Riga_org_homeless_cell-100-1935-01.txt,4,0.13102167143350035,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n005-LKP_CK_LKJS_CK-5000-1934-01.txt,1,0.1490431872738928,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n137-LKP_Riga_committee-6000-1935-05-05.txt,5,0.1280512763873648,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, jaunieti, režīmu, kara tiesas"
revl-n089-LKJS_Riga_committee-1500-[1934-12-05…].txt,4,0.24395231018480923,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n127-SP_CK-5000-1935-03-17.txt,2,0.21066601154328918,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n053-LKP_LKJS_Ventspils_committee-2000-1934-07.txt,0,0.15710171531575856,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n103-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-3000-1935-01.txt,1,0.13110253679227518,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n020-LKP_LKJS_Zemgales_org_Jelgavas_committee-unk-[1934-03-16…].txt,1,0.08875777252171888,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n144-LKJS_CK_LSJS_CK-3000-1935-06.txt,4,0.18657132523570952,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n154-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-5000-1935-07.txt,0,0.2909058606851056,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n094-SP_Riga_committee-10000-[1934-12-20..1934-12-31].txt,2,0.24618621133910717,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n132-LKP_Riga_committee_LKJS_Riga_committee-4000-1935-04.txt,0,0.11429254943237055,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n122-LKP_Riga_committee-3000-[…1935-03-08].txt,3,0.23574446820425252,"sievietes, darba sievietes, mātes, sieviešu, darba, sievietes mātes, bērnu, daudz, sievietēm, sieviete, ģimenes, buržuju, vienādu, martā, vīrieti"
revl-n129-VEF_revolutionary_unit_committee-200-[…1935-04-13].txt,1,0.2014787716284212,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n163-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-3500-1935-10.txt,4,0.10378168347099916,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n004a-LKP_CK-3000-[…1934-01-30].txt,1,0.22032713501840087,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n109-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-4000-1935-02-08.txt,5,0.2092864720132565,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, jaunieti, režīmu, kara tiesas"
revl-n073-LKJS_CK-6000-1934-10-10.txt,4,0.22942316798320572,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n031-LKJS_Riga_org_X_district_committee-300-1934-04.txt,1,0.14064643277143854,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n128-SP_CK_SP_Riga_committee-5000-[…1935-03-18].txt,2,0.3124230584205402,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n147-LKP_soldiers_org-unk-[…1935-07-27].txt,1,0.07965131716001139,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n035-LKP_Riga_committee-unk-[1934-05-16…].txt,1,0.11803310740399733,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n029-LKP_LKJS_Ventspils_committee-500-1934-04.txt,1,0.13849492185310042,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n014-LKJS_CK-4000-1934-02-26.txt,0,0.21538415583111897,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n088-LKP_Riga_committee_LKP_Riga_org_North_district_committee-3000-[…1934-11-20].txt,1,0.2117333348884119,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n113-SP_CK_SP_Riga_committee-unk-[…1935-02-09].txt,2,0.21505981491582762,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n010-LKJS_Riga_committee-1000-[1934-02-11…].txt,1,0.28745509232794947,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n191-LKP_Riga_committee-5000-[…1936-10-29].txt,1,0.18319317935279936,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n111-LKP_LSSZP_LKJS_LSJS_VEF_unit_committee-1000-[…1935-02-09].txt,1,0.2004395285364582,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n062-LKJS_Riga_committee-1000-1934-08.txt,4,0.29410528348794346,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n152-LKJS_CK_LSJS_CK-5000-[…1935-07-28].txt,4,0.2420768975215806,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n021-SP_CK-unk-[…1934-03-18].txt,2,0.20695153139864142,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n124-LKJS_CK_LSJS_CK-2000-1935-03-12.txt,4,0.06363041545371777,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n161-LKP_CK_LKJS_CK-10000-[…1935-10-14].txt,0,0.26923294631571154,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n157-LKP_LKJS_LSSZP_LSJS_Ventspils_district_committee-3000-[…1935-09-15].txt,1,0.2908264309489978,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n075-LKJS_Riga_committee-unk-[1934-10-15…].txt,4,0.24725246587650918,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n160a-LKP_CK_LKJS_CK-10000-1935-10-10.txt,0,0.26857505330652676,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n076-LKP_CK_LKP_Riga_committee-5000-1934-10-17.txt,0,0.21640377558358112,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n164b-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-5000-[…1935-11-17].txt,0,0.15086605528400673,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n006-LKJS_Riga_committee-3000-1934-01.txt,1,0.2875533696193829,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n188-LKP_Riga_committee-2000-1936-08.txt,2,0.14474142720226102,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n141-LKP_Daugavpils_committee_LKJS_Daugavpils_committee-3000-[…1935-05-15].txt,1,0.2521036366786693,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n098-LKP_Riga_committee_textile_workers_faction-1000-[1935-01-10…].txt,1,0.26434998520066066,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n115-LKJS_Riga_org_IV_district_unit_committee_LSJS_Riga_org_I_district_unit_committee-1000-1935-02-15.txt,5,0.5688402558102624,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, jaunieti, režīmu, kara tiesas"
revl-n112-SP_CK-unk-[…1935-02-09].txt,2,0.26819950616185734,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n169-LKP_military_org-3000-1936-02.txt,1,0.06583492757605597,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n120-LKJS_CK_LSJS_CK-2000-[1935-03-07…].txt,5,0.35697241508599215,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, jaunieti, režīmu, kara tiesas"
revl-n186-LDJS-3000-[…1936-07-28].txt,0,0.18161063108775416,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n086-SP_CK-3000-1934-11.txt,2,0.2954114515246281,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n047-SP_CK-unk-[…1934-07-22].txt,0,0.131027090612428,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n125-LKP_Riga_committee-4000-1935-03-21.txt,5,0.18095440539054702,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, jaunieti, režīmu, kara tiesas"
revl-n034-LKP_CK-500-[…1934-05-15].txt,1,0.11624254222993807,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n081-LKP_CK-10000-[1934-11-02…].txt,1,0.1334656039880886,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n078-LKP_faction_in_Latvian_railwaymen_union-500-1934-10-24.txt,1,0.17700884415976853,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n135-LKP_Riga_org_West_district_committee-100-1935-04.txt,1,0.20622916236624222,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n039-SP_CK-unk-[…1934-05-28].txt,2,0.16659966692599837,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n167-LKP_Riga_committee-4000-[…1936-02-14].txt,1,0.3045015098083488,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n072-LKJS_LSJS_Riga_org_United_antifascist_committee-2000-1934-10-01.txt,4,0.2684196871198225,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n026-LKP_CK-10000-[…1934-04-27].txt,0,0.15860358822578877,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n100a-LKP_CK_LSSZP_CK-2000-1935-01-30.txt,5,0.17072525908824143,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, jaunieti, režīmu, kara tiesas"
revl-n130a-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-15000-[…1935-04-12].txt,0,0.20982227875553822,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n093-LKP_Daugavpils_city_committee-1500-[1934-12-20..1934-12-31].txt,1,0.12421954012174728,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n095-LKP_CK-5000-1935-01-01.txt,0,0.19340267798375896,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n052-LKJS_Riga_committee-unk-1934-07.txt,0,0.17063951684520132,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n008-SP_Riga_committee-unk-1934-01.txt,2,0.09918876930428819,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n033-LKP_CK_Womens_center-3000-[…1934-05-13].txt,3,0.5236652890973749,"sievietes, darba sievietes, mātes, sieviešu, darba, sievietes mātes, bērnu, daudz, sievietēm, sieviete, ģimenes, buržuju, vienādu, martā, vīrieti"
revl-n030-LKP_Riga_committee-10000-1934-04.txt,1,0.1956116691541283,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n023-LKP_LKJS_Ventspils_committee-1500-[…1934-04-05].txt,0,0.10095090420545934,"sprs, kara, latvijas, padomju, tautas, tautu, karu, darbaļaužu, pasaules, vācijas, vācu, miera, karš, visu, baltijas"
revl-n156-LKJS_CK_LKJS_Latgale_regional_committee-1500-[…1935-08-15].txt,1,0.08067567315211827,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n032-LKJS_Riga_textile_factory_Merino_cell-100-1934-04.txt,1,0.20821020105261726,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n107-LKP_CK-unk-[…1935-02-04].txt,1,0.1424597892729499,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n028-LKP_LKJS_Ventspils_committee-2000-1934-04.txt,1,0.13063762797213854,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n002-LKP_soldiers_org-1500-[1934-01-11…].txt,1,0.08934429536886893,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n067-LKP_Riga_committee-1000-1934-09-24.txt,5,0.11553405919970038,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, jaunieti, režīmu, kara tiesas"
revl-n064-LKJS_CK_LKJS_Riga_committee-unk-[1934-08-20..1934-08-31].txt,4,0.2933676946778999,"jaunatnes, darba, skolu, jaunatne, jaunatnei, skolnieku, strādnieku, jaunatni, darba jaunatnes, skolas, latvijas, jaunieši, cīņas, skolās, padomju"
revl-n182-LKP_Riga_committee-6000-[…1936-06-16].txt,2,0.1627493979651552,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n027-LKJS_Riga_committee-3000-1934-04.txt,1,0.11208245634324686,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
